IATA,FR name,EN name,Province,AUTO/MAN,Latitude,Longitude,Elevation,ICAO,WMO,MSC,DST Time Zone / Fuseau horaire été, STD Time Zone / Fuseau horaire heure normale,Data Provider,Data Attribution Notice
239,CLEARWATER HUB,CLEARWATER HUB,BC,AUTO,51.6289,-120.09457,453,,,BC_WMB_239,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
243,EAST BARRIERE,EAST BARRIERE,BC,AUTO,51.25313,-119.88168,631,,,BC_WMB_243,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
244,WINDY MOUNTAIN,WINDY MOUNTAIN,BC,AUTO,51.67,-120.65,1580,,,BC_WMB_244,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
250,HARBOUR LAKE,HARBOUR LAKE,BC,AUTO,51.52267,-119.11335,1525,,,BC_WMB_250,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
251,DECEPTION,DECEPTION,BC,AUTO,51.967,-120.608,1170,,,BC_WMB_251,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
253,CAHILTY,CAHILTY,BC,AUTO,50.88788,-119.83832,1543,,,BC_WMB_253,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
255,LIKELY RS,LIKELY RS,BC,AUTO,52.615,-121.51333,1046,,,BC_WMB_255,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
262,BIG VALLEY,BIG VALLEY,BC,AUTO,53.26167,-121.76167,1355,,,BC_WMB_262,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
263,MATHEW,MATHEW,BC,AUTO,52.91,-120.91167,1108,,,BC_WMB_263,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
264,PRAIRIE CREEK,PRAIRIE CREEK,BC,AUTO,52.39167,-120.985,1015,,,BC_WMB_264,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
266,WELLS GRAY,WELLS GRAY,BC,AUTO,52.34263,-120.24375,959,,,BC_WMB_266,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
267,BERRY,BERRY,BC,AUTO,51.97877,-119.41338,1478,,,BC_WMB_267,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
270,GOSNEL,GOSNEL,BC,AUTO,52.4526,-119.17533,1873,,,BC_WMB_270,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
279,THYNNE,THYNNE,BC,AUTO,49.71515,-120.86605,1407,,,BC_WMB_279,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
280,LILLOOET,LILLOOET,BC,AUTO,50.67202,-121.88818,408,,,BC_WMB_280,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
283,BRENDA MINES,BRENDA MINES,BC,AUTO,49.86842,-119.99252,1476,,,BC_WMB_283,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
286,TURTLE,TURTLE,BC,AUTO,50.80333,-119.63,640,,,BC_WMB_286,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
291,GLIMPSE,GLIMPSE,BC,AUTO,50.27045,-120.2883,1381,,,BC_WMB_291,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
292,D'ARCY,D'ARCY,BC,AUTO,50.52172,-122.49789,330,,,BC_WMB_292,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
294,MERRITT HUB,MERRITT HUB,BC,AUTO,50.08745,-120.74573,640,,,BC_WMB_294,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
298,FINTRY,FINTRY,BC,AUTO,50.20667,-119.48,670,,,BC_WMB_298,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
301,PEMBERTON BASE,PEMBERTON BASE,BC,AUTO,50.30593,-122.72878,204,,,BC_WMB_301,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
302,ASPEN GROVE,ASPEN GROVE,BC,AUTO,49.94811,-120.62107,1065,,,BC_WMB_302,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
305,SPARKS LAKE,SPARKS LAKE,BC,AUTO,50.9237,-120.86715,972,,,BC_WMB_305,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
306,FRENCH BAR,FRENCH BAR,BC,AUTO,51.17747,-122.24893,1320,,,BC_WMB_306,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
307,LEIGHTON LAKE,LEIGHTON LAKE,BC,AUTO,50.61525,-120.8361,1167,,,BC_WMB_307,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
309,GWYNETH LAKE,GWYNETH LAKE,BC,AUTO,50.79633,-122.88047,1205,,,BC_WMB_309,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
311,MCLEAN LAKE,MCLEAN LAKE,BC,AUTO,50.7923,-121.35815,1123,,,BC_WMB_311,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
316,NAHATLATCH,NAHATLATCH,BC,AUTO,49.90178,-122.0207,552,,,BC_WMB_316,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
317,ALLISON PASS,ALLISON PASS,BC,AUTO,49.06231,-120.76742,1215,,,BC_WMB_317,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
321,GREENSTONE HUB,GREENSTONE HUB,BC,AUTO,50.61127,-120.64155,1800,,,BC_WMB_321,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
322,AFTON,AFTON,BC,AUTO,50.67333,-120.48167,780,,,BC_WMB_322,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
326,PASKA LAKE,PASKA LAKE,BC,AUTO,50.504,-120.674,1440,,,BC_WMB_326,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
328,PENTICTON RS,PENTICTON RS,BC,AUTO,49.51833,-119.55333,427,,,BC_WMB_328,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
331,ASHNOLA,ASHNOLA,BC,AUTO,49.13905,-120.1844,1683,,,BC_WMB_331,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
334,MCCUDDY,MCCUDDY,BC,AUTO,49.14833,-119.415,1067,,,BC_WMB_334,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
343,HOWARD,HOWARD,BC,AUTO,52.37208,-118.66028,838,,,BC_WMB_343,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
344,SEYMOUR ARM,SEYMOUR ARM,BC,AUTO,51.27352,-118.9147,511,,,BC_WMB_344,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
346,SALMON ARM,SALMON ARM,BC,AUTO,50.685,-119.235,527,,,BC_WMB_346,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
352,CURWEN CREEK,CURWEN CREEK,BC,AUTO,50.60215,-118.42292,1286,,,BC_WMB_352,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
361,TSAR CREEK,TSAR CREEK,BC,AUTO,51.99722,-118.1025,1200,,,BC_WMB_361,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
362,MABEL LAKE 2,MABEL LAKE 2,BC,AUTO,50.35167,-118.77333,488,,,BC_WMB_362,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
363,REVELSTOKE,REVELSTOKE,BC,AUTO,51.06033,-118.21717,680,,,BC_WMB_363,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
366,WHISKEY,WHISKEY,BC,AUTO,51.06533,-116.785,1300,,,BC_WMB_366,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
367,MARION,MARION,BC,AUTO,51.04217,-116.36383,1300,,,BC_WMB_367,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
374,SUCCOUR CREEK,SUCCOUR CREEK,BC,AUTO,51.71617,-117.54167,1000,,,BC_WMB_374,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
376,TABERNACLE  (WIND),TABERNACLE  (WIND),BC,AUTO,51.75133,-117.76133,2438,,,BC_WMB_376,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
379,GOLD HILL,GOLD HILL,BC,AUTO,50.36583,-117.0645,800,,,BC_WMB_379,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
380,POWDER CREEK,POWDER CREEK,BC,AUTO,49.9065,-116.8551,1019,,,BC_WMB_380,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
383,FALLS CREEK,FALLS CREEK,BC,AUTO,50.383,-117.8799,790,,,BC_WMB_383,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
385,DUNCAN,DUNCAN,BC,AUTO,50.78083,-117.1805,1376,,,BC_WMB_385,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
387,TROUT LAKE,TROUT LAKE,BC,AUTO,50.60528,-117.42722,991,,,BC_WMB_387,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
388,KETTLE 2,KETTLE 2,BC,AUTO,49.95998,-118.62603,1389,,,BC_WMB_388,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
390,BEAVERDELL,BEAVERDELL,BC,AUTO,49.45639,-119.08861,807,,,BC_WMB_390,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
391,EIGHT MILE,EIGHT MILE,BC,AUTO,49.43283,-118.57833,1338,,,BC_WMB_391,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
392,GRAND FORKS,GRAND FORKS,BC,AUTO,49.0307,-118.4156,630,,,BC_WMB_392,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
393,NICOLL,NICOLL,BC,AUTO,49.52667,-118.36033,866,,,BC_WMB_393,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
394,ROCK CREEK,ROCK CREEK,BC,AUTO,49.052,-118.93667,609,,,BC_WMB_394,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
396,OCTOPUS CREEK,OCTOPUS CREEK,BC,AUTO,49.699,-118.081,1432,,,BC_WMB_396,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
401,GOATFELL,GOATFELL,BC,AUTO,49.12533,-116.16383,1098,,,BC_WMB_401,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
402,PENDOREILLE,PENDOREILLE,BC,AUTO,49.05056,-117.41389,725,,,BC_WMB_402,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
404,SMALLWOOD,SMALLWOOD,BC,AUTO,49.49667,-117.4475,997,,,BC_WMB_404,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
406,SLOCAN,SLOCAN,BC,AUTO,49.78467,-117.44,1230,,,BC_WMB_406,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
407,NANCY GREEN,NANCY GREEN,BC,AUTO,49.2545,-117.99417,1397,,,BC_WMB_407,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
408,NORNS (WIND),NORNS (WIND),BC,AUTO,49.5025,-117.787,2423,,,BC_WMB_408,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
411,PALLISER,PALLISER,BC,AUTO,50.49461,-115.66644,1100,,,BC_WMB_411,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
412,ELKO,ELKO,BC,AUTO,49.28767,-115.15456,775,,,BC_WMB_412,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
417,TOBY HUB,TOBY HUB,BC,AUTO,50.51283,-116.05533,894,,,BC_WMB_417,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
418,FLATHEAD 2,FLATHEAD 2,BC,AUTO,49.07914,-114.53734,1311,,,BC_WMB_418,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
419,JOHNSON LAKE,JOHNSON LAKE,BC,AUTO,49.94444,-115.75833,853,,,BC_WMB_419,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
421,DEWAR CREEK,DEWAR CREEK,BC,AUTO,49.7845,-116.383,1608,,,BC_WMB_421,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
425,EMILY CREEK,EMILY CREEK,BC,AUTO,50.14508,-115.97723,1190,,,BC_WMB_425,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
426,CRANBROOK FS,CRANBROOK FS,BC,AUTO,49.6673,-115.84833,996,,,BC_WMB_426,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
427,NASS CAMP,NASS CAMP,BC,AUTO,55.2886,-128.99845,191,,,BC_WMB_427,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
428,KISPIOX HUB,KISPIOX HUB,BC,AUTO,55.4343,-127.6487,335,,,BC_WMB_428,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
429,CEDARVALE,CEDARVALE,BC,AUTO,55.03017,-128.31158,274,,,BC_WMB_429,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
430,VAN DYKE,VAN DYKE,BC,AUTO,56.01273,-129.09981,296,,,BC_WMB_430,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
431,UPPER KISPIOX,UPPER KISPIOX,BC,AUTO,55.60145,-128.04778,410,,,BC_WMB_431,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
432,BELL-IRVING,BELL-IRVING,BC,AUTO,56.34858,-129.29285,388,,,BC_WMB_432,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
433,CRANBERRY,CRANBERRY,BC,AUTO,55.57683,-128.70475,500,,,BC_WMB_433,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
437,NOEL,NOEL,BC,AUTO,55.29576,-120.48606,988,,,BC_WMB_437,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
440,FIRESIDE,FIRESIDE,BC,AUTO,59.72267,-127.33514,731,,,BC_WMB_440,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
444,KETCHIKA,KETCHIKA,BC,AUTO,58.72698,-127.12496,687,,,BC_WMB_444,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
445,BOYA LAKE,BOYA LAKE,BC,AUTO,59.36737,-129.11102,730,,,BC_WMB_445,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
447,WATSON LAKE FS,WATSON LAKE FS,BC,AUTO,60.0618,-128.71793,800,,,BC_WMB_447,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
474,FROTH  (WIND),FROTH  (WIND),BC,AUTO,52.0105,-119.25502,2153,,,BC_WMB_474,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
503,BAKER EAST/WEST HUB,BAKER EAST/WEST HUB,BC,AUTO,49.45889,-115.63028,2262,,,BC_WMB_503,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
599,FORT NELSON FS,FORT NELSON FS,BC,AUTO,58.84189,-122.5735,384,,,BC_WMB_599,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
654,HOLY CROSS 2,HOLY CROSS 2,BC,AUTO,53.93597,-124.77672,961,,,BC_WMB_654,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
788,ROUND PRAIRIE,ROUND PRAIRIE,BC,AUTO,50.0867,-114.8997,1647,,,BC_WMB_788,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
789,NEGRO CREEK,NEGRO CREEK,BC,AUTO,49.4539,-115.9872,1572,,,BC_WMB_789,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
790,WHITE RIVER,WHITE RIVER,BC,AUTO,50.185,-115.26764,1357,,,BC_WMB_790,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
791,CHERRY LAKE,CHERRY LAKE,BC,AUTO,49.18778,-115.54167,1372,,,BC_WMB_791,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
793,CARIBOO CREEK,CARIBOO CREEK,BC,AUTO,51.17639,-117.23167,1518,,,BC_WMB_793,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
832,CHURN CREEK,CHURN CREEK,BC,AUTO,51.40272,-122.32017,1100,,,BC_WMB_832,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
836,AUGUST LAKE,AUGUST LAKE,BC,AUTO,49.43348,-120.45712,855,,,BC_WMB_836,PDT,PST,"Government of British Columbia, Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service (BC-FLNR-BCWS)",Observational data provided by BC-FLNR-BCWS. All rights reserved.
